serial,ASIC test result,baseline_channel_0,baseline_channel_1,baseline_channel_2,baseline_channel_3,baseline_channel_4,baseline_channel_5,baseline_channel_6,baseline_channel_7,s-curve_halfmax_channel_0,s-curve_halfmax_channel_1,s-curve_halfmax_channel_2,s-curve_halfmax_channel_3,s-curve_halfmax_channel_4,s-curve_halfmax_channel_5,s-curve_halfmax_channel_6,s-curve_halfmax_channel_7,s-curve_sigma_channel_0,s-curve_sigma_channel_1,s-curve_sigma_channel_2,s-curve_sigma_channel_3,s-curve_sigma_channel_4,s-curve_sigma_channel_5,s-curve_sigma_channel_6,s-curve_sigma_channel_7,s-curve_chi2ndf_channel_0,s-curve_chi2ndf_channel_1,s-curve_chi2ndf_channel_2,s-curve_chi2ndf_channel_3,s-curve_chi2ndf_channel_4,s-curve_chi2ndf_channel_5,s-curve_chi2ndf_channel_6,s-curve_chi2ndf_channel_7,Test_passed_channel_0,Test_passed_channel_1,Test_passed_channel_2,Test_passed_channel_3,Test_passed_channel_4,Test_passed_channel_5,Test_passed_channel_6,Test_passed_channel_7
15250,all channels OK,3.1829787234042555,7.9346287397462465,8.0,4.997765363128492,7.803016022620169,5.7555555555555555,4.973025048169557,5.211089494163424,28.45411828069946,12.638849235831003,12.668592869958648,12.243950388575918,12.44467532231071,12.531121953576111,12.856748177579236,28.39759534557923,0.3621981348351884,0.19233350309598746,0.18268497202433454,0.269190747096165,0.23320682556517675,0.22015312568576828,0.2216298573065926,0.38526848462495805,115.3922292397223,9.82590683741508,4.4011882198372,16.660855667751232,1.5585428787437248,0.4892744207103696,27.2904638622711,114.11228102153527,OK,OK,OK,OK,OK,OK,OK,OK
15146,all channels OK,2.9833880433701383,0.9938773551446095,6.99861581051984,8.940677966101696,2.9931856899488927,6.455609756097561,6.619047619047619,12.890251775338928,28.019034071987157,12.165308883562165,11.861650493717258,11.888277660445535,11.630897051260217,12.444371057803796,12.41551225487212,27.23527728426669,0.39526409758497344,0.3322841031806804,0.19049046742487857,0.20858133572995233,0.18716290037498073,0.25894911395092857,0.26106834992937256,0.3755918386900033,154.38701236660975,3.7215146490865734,29.603979603328742,25.86809997271692,2.3976479076203483,2.3380762270352675,1.1911795380075778,112.61500959698071,OK,OK,OK,OK,OK,OK,OK,OK
15147,all channels OK,-0.006166122597025753,-4.017312707977336,1.003062787136294,4.894736842105263,3.0,-1.9994773215633892,-1.0872586872586874,2.0921658986175116,28.22838822303206,12.465467194565221,12.578065548970049,12.41468229361322,12.424408715066857,13.667540575614169,13.574431611018195,27.890547194587928,0.37950202517430826,0.2283576023906426,0.20011205046268557,0.23694834869084744,0.21913848199149044,0.23482608293963445,0.22929948011622994,0.3632732178521467,97.38781831588454,2.91679930199327,3.9656151097656314,1.3193612540081492,0.6286717349231662,17.393994304321115,10.14733504775964,124.74301350661217,OK,OK,OK,OK,OK,OK,OK,OK
15244,all channels OK,10.345771144278608,0.015112336263623138,3.9963295269168024,-1.972913616398243,2.9719887955182074,8.913303437967116,1.0593607305936072,-0.6077027948193592,28.659439242359277,13.536726885100267,12.556940748287287,13.483268780558337,12.58681128511636,12.65585165026534,13.343599221544897,29.935153082885442,0.3445629449486416,0.22278829686647159,0.19289657103811308,0.2221052109714094,0.1922142267772335,0.1711864665076489,0.26052613234872396,0.33879662623016227,134.33641060334668,4.216776810359918,0.014577370369800157,0.07116346744924325,0.3459303851017813,1.4736773904416562,0.5863215211136454,121.79528419633895,OK,OK,OK,OK,OK,OK,OK,OK
15245,all channels OK,3.101953739052324,8.822352989961333,8.92301496744748,14.026315789473685,3.6927698363372694,3.1991857506361323,3.0664580860934296,3.330473996372727,24.1977770249796,12.76620786301621,16.059825607479,12.433916106059586,8.996544689563548,8.001383123571097,10.676127176109047,27.097055726011373,0.4347321373819079,0.20026615769965614,0.3146602837962316,0.2590913686031095,0.01844693795845627,0.0362488093791261,0.2141394712824858,0.4438410064705002,111.12213746831524,11.232610105572595,13.953914065394228,2.636498409766611,1.8936973352595218e-87,5.203921192904834e-65,9.796618765919359,122.34258483703995,OK,OK,OK,OK,OK,OK,OK,OK
15141,channel 0 s-curve  out of range channel 1 s-curve  out of range channel 2 s-curve  out of range channel 3 s-curve  out of range channel 4 s-curve  out of range channel 5 s-curve  out of range channel 6 s-curve  out of range channel 7 s-curve  out of range ,nan,0.5654333095062397,nan,nan,nan,0.5339604000322606,nan,nan,20.0,1586.4288881391285,20.0,20.0,20.0,925.2093276163682,20.0,20.0,1.0,42.83697624835596,1.0,1.0,1.0,28.01232203384584,1.0,1.0,0.0,8.381865341591936,0.0,0.0,0.0,13.63699742597473,0.0,0.0,s-curve fit out of range,s-curve fit out of range,s-curve fit out of range,s-curve fit out of range,s-curve fit out of range,s-curve fit out of range,s-curve fit out of range,s-curve fit out of range
15141,all channels OK,8.89880643487286,3.8156836400579643,3.7979334098737083,7.032040472175379,6.43859649122807,-1.0082956259426847,6.685314685314685,5.04510484235933,26.102108330869235,12.053186809049874,12.085804046563622,12.33744270628239,11.791702296522661,12.493472792119187,12.43198587847537,25.92819513122592,0.37183268071391085,0.29947717673252633,0.30852549010622127,0.27536024742452886,0.17004197429617407,0.23315326385889662,0.24895763142157623,0.33541526417969947,91.33684146856507,107.98549356757873,8.822160450741523,6.362838290381519,15.255036144582816,0.13710480124180596,0.10732128209726566,139.67701809455204,OK,OK,OK,OK,OK,OK,OK,OK
15142,all channels OK,2.983715766099186,6.048643898570235,3.005586592178771,8.137614678899082,8.9375,5.003636363636364,6.251533742331288,9.52557319223986,27.75579440238029,12.477894639136627,12.02580503110416,12.048465392664225,11.623995472603081,12.10480716913227,12.558459438315223,28.148449138850815,0.27800986428785696,0.2474004659844339,0.26065108445742574,0.27349208018030524,0.18208114601917988,0.29696351594239423,0.2183168430271326,0.3965192331269854,185.94521880715254,11.594284948006225,9.669275664702479,10.871516947876865,1.879587670368153,6.191767955486216,12.993714153066126,128.70454841039418,OK,OK,OK,OK,OK,OK,OK,OK
15143,channel 0 s-curve  out of range channel 1 s-curve  out of range channel 2 s-curve  out of range channel 3 s-curve  out of range channel 4 s-curve  out of range channel 5 s-curve  out of range channel 6 s-curve  out of range channel 7 s-curve  out of range ,nan,nan,nan,nan,nan,nan,nan,nan,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,s-curve fit out of range,s-curve fit out of range,s-curve fit out of range,s-curve fit out of range,s-curve fit out of range,s-curve fit out of range,s-curve fit out of range,s-curve fit out of range
15143,channel 0 s-curve failed channel 1 s-curve failed channel 2 s-curve failed channel 3 s-curve failed channel 4 s-curve failed channel 5 s-curve failed channel 6 s-curve failed channel 7 s-curve failed ,nan,nan,nan,nan,nan,nan,nan,nan,33.46139521932086,17.902821578147222,20.937195594058792,22.886904477977176,23.951807796083617,21.97837295925137,21.047600103309644,35.97780055560839,0.2972494446823481,0.03723903279656994,0.026941565626007045,0.06729355503956476,0.029155172647444837,0.028839882916080167,0.050529223003136864,0.029485303826610246,669.1215413849391,930.2510849981109,910.3066084966769,889.0558783790871,1429.019707266676,948.7254880333223,911.661471005067,1443.7633811316293,s-curve fit failed,s-curve fit failed,s-curve fit failed,s-curve fit failed,s-curve fit failed,s-curve fit failed,s-curve fit failed,s-curve fit failed
15143,all channels OK,8.308157099697885,11.222652128691545,7.000211774671749,3.99645390070922,2.013333333333333,4.9523809523809526,6.144927536231884,5.027001862197393,26.883588556490313,12.859741475095118,12.800096064739543,12.313807087562012,12.246778373430278,12.346135380013981,12.841263002822759,26.882675613639314,0.3140108150670144,0.17916100157689874,0.14390890445107596,0.24412286919585727,0.25664448995489303,0.23778218169811247,0.16475551793503218,0.3209208527514462,148.23683715139384,25.302163818711175,8.993470499663976,7.3127752627022895,3.454347173100377,41.71788121364212,20.250966701779966,133.4428340043161,OK,OK,OK,OK,OK,OK,OK,OK
15144,all channels OK,9.711293074036165,7.389037937811184,8.03209242618742,8.705882352941176,7.998825463941743,4.003880983182406,4.314285714285714,6.82956152758133,25.39433227089991,12.856291349760932,12.522993994044924,11.852221172729534,11.39475167278498,12.388197475181743,12.484238592124965,25.950364819660212,0.3252990762473896,0.2171368731982874,0.21625263600747385,0.17625987514591274,0.22395211313775035,0.26090048827140233,0.2334124107158165,0.3636929355427574,102.51757343686673,35.121785567290146,0.7233887376250665,16.605565253882972,0.26697680876006846,1.0004408296721692,0.27898075857105914,131.94009421924238,OK,OK,OK,OK,OK,OK,OK,OK
15145,all channels OK,4.136471385032171,11.949494017794189,6.995243757431629,4.4625,3.0028735632183907,14.0,8.701149425287356,14.000093205331344,26.735141384141148,12.55148966820413,11.565496202726639,11.771074451416524,11.919849066782144,11.899960610415942,11.9743001930756,26.85158203940773,0.255798553299745,0.248084481177928,0.20168852576937002,0.14763033630267122,0.10648587422447692,0.18831746974547678,0.26675114136282435,0.28242489719406394,153.94593740713535,10.105407331828006,1.034715746501305,9.735343206893083,24.07951478582201,32.222060309484206,31.838102182206864,165.43840636020101,OK,OK,OK,OK,OK,OK,OK,OK
15150,all channels OK,3.955599874042196,14.004909851493895,-0.005601194921583271,8.642857142857142,4.9763779527559056,1.5636588380716934,2.013644773358002,6.002291503346801,25.809382718598744,13.211883605870115,11.925739907414087,11.317929502513982,11.031047664858358,11.613572605095964,12.61599942323493,26.50349532953135,0.2508243366603963,0.30157315654539874,0.22758516646462648,0.25969582817481696,0.265520774640882,0.19978640852725657,0.22689105534902196,0.32681189431203655,155.11662466694077,0.8250444437993767,25.014075571330544,8.176394700626457,20.99739747590612,1.313099933806916,12.052402365227897,121.2925181739654,OK,OK,OK,OK,OK,OK,OK,OK
15149,channel 0 s-curve  out of range channel 1 s-curve  out of range channel 2 s-curve  out of range channel 3 s-curve  out of range channel 4 s-curve  out of range channel 5 s-curve  out of range channel 6 s-curve  out of range channel 7 s-curve  out of range ,nan,nan,nan,nan,nan,nan,nan,nan,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,s-curve fit out of range,s-curve fit out of range,s-curve fit out of range,s-curve fit out of range,s-curve fit out of range,s-curve fit out of range,s-curve fit out of range,s-curve fit out of range
15149,all channels OK,9.954701026776727,5.458287919731707,-1.3187250996015936,2.5609756097560976,-1.002257336343115,4.003184713375796,6.992975638917949,0.0052522978803226416,26.071863002770307,12.758773401375398,12.748983502378657,11.919045961961045,11.931004892983829,12.031027281238824,12.515403688980978,26.571858228094776,0.39466735244425827,0.19685237093222122,0.1771262188870167,0.21538178236256234,0.21967048049296262,0.2682854836999336,0.2542655817336677,0.2735199331594365,122.27777200933993,27.730502754378627,12.992407996266675,15.952596859323053,13.572657950158002,24.753854119284032,12.577252154261346,141.4070297877229,OK,OK,OK,OK,OK,OK,OK,OK
15148,all channels OK,5.425943704996727,6.962047662893621,-1.1325581395348838,3.9041022908897176,4.1625,6.0,4.977561348228779,2.9984813971146544,25.651946765091715,12.234874103763904,12.49160816594644,11.875776376003547,11.717829115715379,12.076784425990795,12.592573603392015,25.145179322237432,0.32231861903022707,0.28148025941377675,0.23394330295038065,0.17845186160505475,0.17219988094981717,0.30203741766713893,0.22305989233294055,0.40380371258066905,150.93498524185242,3.902262032481376,0.5621169171697036,27.745289461773297,8.959209401326227,11.399007431129153,7.3123661239544555,112.14569189345403,OK,OK,OK,OK,OK,OK,OK,OK
15243,channel 0 s-curve  out of range channel 1 s-curve  out of range channel 2 s-curve  out of range channel 3 s-curve  out of range channel 4 s-curve  out of range channel 5 s-curve  out of range channel 6 s-curve  out of range channel 7 s-curve  out of range ,nan,nan,nan,nan,nan,nan,nan,nan,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,s-curve fit out of range,s-curve fit out of range,s-curve fit out of range,s-curve fit out of range,s-curve fit out of range,s-curve fit out of range,s-curve fit out of range,s-curve fit out of range
15243,channel 2 s-curve failed ,3.781094527363184,6.907500530904175,6.650357547844417,-1.0,-0.0017615176151761518,-0.9955561198577958,11.484274207950687,-1.4680232558139534,27.70586087214206,12.265681642936775,15.50488266073883,12.20217949191,12.40196921783027,13.419134869346923,28.462740713432655,28.56763448861652,0.27724071447441456,0.2980372334090504,0.79582247139586,0.2750292026111892,0.2597109564472344,0.24002151154299362,0.35321977175681046,0.29471925052045306,155.80513368496543,1.5379589368506996,1022857.3078803858,8.075543887879313,0.33879817079893065,1.228298798256968,167.3368098214219,134.92659295910767,OK,OK,s-curve fit failed,OK,OK,OK,OK,OK
15242,all channels OK,5.121293800539084,4.740236229462332,4.001169590643275,2.9722222222222223,1.0017064846416381,9.010658414990544,5.003359932801344,0.9670275590551181,27.65441833043057,12.56316261770719,12.613291314230526,11.965322908283982,12.259091951046784,12.729873748869597,13.071016886069621,27.124218675160105,0.25597674052126257,0.23402898179636755,0.2014960209217041,0.24072685580524586,0.27632071281479587,0.20384095024940027,0.30553533850717607,0.3816688314750605,162.241297518878,8.475060240298596,1.448212227463741,19.62380571444934,7.847457704749293,16.66278217561896,4.814925023519803,99.89767598277248,OK,OK,OK,OK,OK,OK,OK,OK
15241,all channels OK,6.978609625668449,7.851482037617748,-1.0092326631103816,6.141414141414141,5.866666666666666,2.063973063973064,7.141414141414141,-2.0085371860121493,27.085851412412666,12.881098605219178,13.369991134242621,12.683577512878482,12.242448002759321,12.855706390875149,13.402076293977773,28.69862840854113,0.4032092881421924,0.21466572391515595,0.2578333414583423,0.1811497058545348,0.2542274486223572,0.1739194775879874,0.2518874073732032,0.3252235064627992,117.55717034813843,32.20121248051334,0.3657317426809885,2.6178602897859435,1.5213947086133897,17.17111767797766,1.5585040789488906,162.1545806978527,OK,OK,OK,OK,OK,OK,OK,OK
15236,all channels OK,10.043729481286933,6.928587807973004,9.330508474576272,4.225806451612903,3.9871559633027522,7.596881959910913,11.575079872204473,5.000763261671543,28.465067594808392,12.862557499099491,13.017332841183164,12.791323692766221,12.687377228650853,12.747440807655542,13.281638865184433,29.03030651033968,0.31338926654282745,0.20672309789647714,0.3029653695648221,0.16757956920128977,0.16718725553312636,0.16808911259793408,0.2810560765981636,0.38653541443479933,118.45744287769254,27.423940183885495,12.97495283554718,10.416226407272331,3.400776403939051,8.8758816987007,0.3484794120826734,124.88249865197656,OK,OK,OK,OK,OK,OK,OK,OK
15237,channel 0 s-curve failed channel 1 s-curve failed channel 2 s-curve failed channel 3 s-curve failed channel 4 s-curve failed channel 5 s-curve failed channel 6 s-curve failed channel 7 s-curve failed ,nan,nan,nan,nan,nan,nan,nan,nan,37.25893099239978,13.577364126879182,14.901579880923265,13.29755805084648,16.871304944754215,17.06710350463337,12.699005299170732,40.56884504372782,1.8205947688160486,0.6927834460684058,0.7779087332395556,0.7802217488490313,0.7901739181536435,0.5626019170628653,0.8326511566784717,1.4866603762213226,51441.128454778715,6866.175154502048,18059.254921516225,7015.4013530397015,5064.112238474795,1650.94026549951,19489.370465404638,43962.729760462295,s-curve fit failed,s-curve fit failed,s-curve fit failed,s-curve fit failed,s-curve fit failed,s-curve fit failed,s-curve fit failed,s-curve fit failed
15237,all channels OK,5.190789473684211,8.762983468219852,5.97490931076179,7.0,2.9828649760109665,3.0068522483940043,10.018998272884284,3.3427331887201737,28.206378691779207,12.72035936001336,12.782853599330549,12.7709374546688,12.55730391293816,12.801703813775648,13.725177400352536,28.32889048377692,0.41141497882459893,0.16568254842428679,0.16463460486954204,0.16309027542931434,0.2107107388463488,0.1536684521094584,0.25040537657106754,0.37736037717380483,114.97103993442504,17.697444444335073,23.54407313677694,17.841459174345946,1.6538484066722199,17.978934143995637,23.27182926621991,121.45615341765289,OK,OK,OK,OK,OK,OK,OK,OK
15238,all channels OK,1.738240177089098,10.726890647836,2.9938120132294888,5.095238095238095,2.9477911646586343,7.0,3.233455882352941,2.0292869269949065,27.939355990957715,12.736892688558187,12.50615726253035,12.642403284774138,12.339459071613495,12.59787996704376,13.130580359338644,27.413481182178664,0.3336856889710399,0.18403421379404206,0.21600443388864152,0.1901262913206069,0.24234445608642657,0.19812263398307936,0.31534666746555795,0.362579411139741,152.0554732889345,18.574563702947863,0.48563591891885255,2.9985920905508863,1.9198602658501749,1.2843914595783392,1.7358964500495362,119.22067562719192,OK,OK,OK,OK,OK,OK,OK,OK
15239,channel 0 s-curve  out of range channel 1 s-curve  out of range channel 2 s-curve  out of range channel 3 s-curve  out of range channel 4 s-curve  out of range channel 5 s-curve  out of range channel 6 s-curve  out of range channel 7 s-curve  out of range ,nan,nan,nan,nan,nan,nan,nan,nan,403.76474546509945,397.3911837918027,399.299587370199,399.299587370199,399.299587370199,399.299587370199,399.299587370199,399.299587370199,12.414298440198944,10.23253876981823,13.879472180768484,13.879472180768484,13.879472180768484,13.879472180768484,13.879472180768484,13.879472180768484,0.20792683130678655,0.2056564915537062,0.20513897645449763,0.20513897645449763,0.20513897645449763,0.20513897645449763,0.20513897645449763,134.8062363560905,s-curve fit out of range,s-curve fit out of range,s-curve fit out of range,s-curve fit out of range,s-curve fit out of range,s-curve fit out of range,s-curve fit out of range,s-curve fit out of range
15239,all channels OK,-1.001073998496402,3.001049655276579,4.0,5.022171503097489,-1.3958333333333333,2.0,0.8303393213572854,-1.3015384615384615,26.7964287412402,12.519617000784653,11.932897547088125,11.966012214577301,12.191787485506714,12.237629155716682,12.352059964580953,27.293676705134633,0.24419003022348545,0.22113878595385736,0.20075898430343045,0.22797517538086462,0.2459563031279566,0.25475874497881623,0.2540103138421641,0.4008531392316276,142.8627829583982,0.9932588299832624,14.61090486511304,12.097513424990137,14.978960902261676,35.32664417981066,1.2592786134826752,84.77757364727266,OK,OK,OK,OK,OK,OK,OK,OK
15240,all channels OK,1.9617198335644939,-0.7125828986006051,-0.03963963963963964,3.6666666666666665,0.9769585253456221,4.003214056138847,2.003597803446317,2.0327169274537695,25.473980563838943,12.873398199689124,12.210953379432494,11.12167607430339,11.211578608304606,11.882359902191123,12.324550008598832,26.180427527537407,0.3041259546601085,0.18563808118808775,0.2550794905694064,0.24320177116933792,0.24822063449366186,0.18626553700694207,0.24787582530517394,0.37076031482484745,89.58896603823153,27.10815906805456,29.159855837567218,7.934232837537097,20.01750427003379,8.945239721380249,0.4444196000782163,74.05051700581348,OK,OK,OK,OK,OK,OK,OK,OK
15136,channel 4 s-curve  out of range ,-0.240780047758026,3.9866988057261605,2.9335604770017034,6.895522388059701,nan,4.998137802607077,7.475108225108225,8.98079575596817,27.922335071760923,12.491513234041328,12.147102764280163,11.813854462744924,20.0,11.775010147287375,12.699250172667561,26.049642412131956,0.32585030664692594,0.24373402044419826,0.2925628482385311,0.17554191338249886,1.0,0.17050908187197514,0.19566066022545728,0.365593194380436,131.98991453636813,11.643522120701746,1.140298371799486,12.040495552399769,0.0,11.626489332481986,21.373351080785287,87.69662959228893,OK,OK,OK,OK,s-curve fit out of range,OK,OK,OK
15137,channel 0 s-curve  out of range channel 1 s-curve  out of range channel 2 s-curve  out of range channel 3 s-curve  out of range channel 4 s-curve  out of range channel 5 s-curve  out of range channel 6 s-curve  out of range channel 7 s-curve  out of range ,nan,nan,nan,nan,nan,nan,nan,nan,1465.6229855108493,1371.7179739711933,1465.6229855108493,1465.6229855108493,1465.6229855108493,1465.6229855108493,1465.6229855108493,1465.6229855108493,34.982907513432,30.541131239491005,34.982907513432,34.982907513432,34.982907513432,34.982907513432,34.982907513432,34.982907513432,0.23491484794690312,0.25600808309203726,0.23491484794690312,0.23491484794690312,0.23491484794690312,0.23491484794690312,0.23491484794690312,0.23491484794690312,s-curve fit out of range,s-curve fit out of range,s-curve fit out of range,s-curve fit out of range,s-curve fit out of range,s-curve fit out of range,s-curve fit out of range,s-curve fit out of range
15137,channel 0 s-curve  out of range channel 1 s-curve  out of range channel 2 s-curve  out of range channel 3 s-curve  out of range channel 4 s-curve  out of range channel 5 s-curve  out of range channel 6 s-curve  out of range channel 7 s-curve  out of range ,nan,nan,nan,nan,nan,nan,nan,nan,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,s-curve fit out of range,s-curve fit out of range,s-curve fit out of range,s-curve fit out of range,s-curve fit out of range,s-curve fit out of range,s-curve fit out of range,s-curve fit out of range
15137,all channels OK,5.994855364899418,5.517659772902822,-3.00125,3.0122324159021407,-1.0290437890974085,5.3798076923076925,-1.3246753246753247,8.926855895196507,26.485495649489135,12.697378567696298,12.789992712217797,12.121679536815476,12.599386800282524,12.323729899650628,12.856618147726953,26.33551618029637,0.37921380687814665,0.20319211377043944,0.18373646926922774,0.2637696232319536,0.19759783707100795,0.2610794522348028,0.21448408685931328,0.36221154741063255,124.98446982524305,17.718076752626175,20.2046555081125,24.70262866585397,1.3302073726459462,1.599657065270323,29.072893812357997,100.30230824758277,OK,OK,OK,OK,OK,OK,OK,OK
7206,all channels OK,2.0,6.008846676245341,4.071428571428571,2.009063444108761,10.01875,9.996862393545495,6.6419753086419755,10.497048406139315,27.772270617182844,12.58070942340869,11.885880325483642,12.29016750681995,11.810586446871573,11.529900591642267,12.211575532441108,27.483575843795343,0.3699065772800094,0.25628625308754943,0.18981737046907327,0.2855573882628355,0.1603844300328063,0.2506698038893334,0.30291222745143964,0.48573869558471167,153.18097365180046,22.39364430088094,32.855791041918266,0.5795380818617165,20.244512407682663,3.09920800306443,1.4678981408320844,118.51214683924606,OK,OK,OK,OK,OK,OK,OK,OK
